ORDER	SENTENCE	STATUS	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
1	داشت که این کار هم انجام شد و به.	Y	و	1	3,043,074	4.2144	30.2222	persian_news_2019_00423662
2	در مردم این کشور و دیگر کشور های منطقه..	Y	و	1	3,043,074	4.2144	44.5	persian_news_2017_00544349
3	و 90درصد از تولید شده جهان در ایران تولید..	Y	و	1	3,043,074	4.2144	54.625	persian_news_2016_00896057
4	بین ایران و عراق است و این موضوع به.	Y	و	1	3,043,074	4.2144	64.5	persian_news_2019_00261629
5	آغاز است گفت هزار و 800 میلیارد تومان دیگر.	Y	و	1	3,043,074	4.2144	88.75	persian_news_2019_00076639
6	با این وجود ایران که در سال های..	Y	در	2	2,721,276	3.7687	20.375	persian_news_2016_00238694
7	داشته است پیش از آن در سال های 1388.	Y	در	2	2,721,276	3.7687	40.375	persian_news_2019_00423808
8	در بازار به صورت وارد شده است وی با..	Y	در	2	2,721,276	3.7687	51.8889	persian_news_2016_00500740
9	با پیش از انقلاب و بعد از انقلاب در.	Y	در	2	2,721,276	3.7687	64.7143	persian_news_2019_00199937
10	این سه دوره در سه کشور مختلف برگزار شدند.	Y	در	2	2,721,276	3.7687	100.375	persian_news_2017_00154313
11	که برای در این شرکت ها به ۵۰.	Y	به	3	2,124,020	2.9416	21.1429	persian_news_2019_00712520
12	از 44 کشور در تهران آغاز به کار.	Y	به	3	2,124,020	2.9416	43.7143	persian_news_2019_00040662
13	است با اشاره به اینکه در چند سال گذشته..	Y	به	3	2,124,020	2.9416	51.5556	persian_news_2017_00060994
14	در هفته های گذشته - با توجه به اینکه..	Y	به	3	2,124,020	2.9416	62.125	persian_news_2017_00551179
15	میلیارد تومان به بخش های مختلف این شهرستان وارد.	Y	به	3	2,124,020	2.9416	116.7778	persian_news_2019_00811375
16	اعلام کرد که در سال گذشته از.	Y	از	4	1,737,457	2.4062	23.7143	persian_news_2019_00076322
17	به اینکه از دو سال گذشته در..	Y	از	4	1,737,457	2.4062	37.2857	persian_news_2016_00307496
18	برگزار شد وی افزود در این دوره از.	Y	از	4	1,737,457	2.4062	53.25	persian_news_2019_00245125
19	و است تهران 20 هر هفته یکی از.	Y	از	4	1,737,457	2.4062	65.2857	persian_news_2019_00919649
20	30 میلیون نفر از افراد جامعه را کند..	Y	از	4	1,737,457	2.4062	87.1429	persian_news_2017_00005896
21	او این را از خود گفته است.»	Y	است	5	1,141,003	1.5802	26.5714	persian_news_2016_00175809
22	است این در مجلس شورای اسلامی با اشاره.	Y	است	5	1,141,003	1.5802	42.125	persian_news_2019_00061310
23	است او با اشاره به تلاش این.	Y	است	5	1,141,003	1.5802	50.4286	persian_news_2019_00062014
24	اين برای همه است نه تنها ايران .	Y	است	5	1,141,003	1.5802	63.1429	persian_news_2017_00208074
25	درصد است بیان داشت 100 میلیارد تومان به شرکت.	Y	است	5	1,141,003	1.5802	94.75	persian_news_2019_00475366
26	که در سال های گذشته به عنوان.	Y	که	6	1,066,693	1.4773	25.8571	persian_news_2019_00713088
27	گرفته است که این کشور از نظر.	Y	که	6	1,066,693	1.4773	36.5714	persian_news_2019_00718203
28	با های مختلف این کشور برگزار کرد که برای..	Y	که	6	1,066,693	1.4773	46	persian_news_2017_00258497
29	به کار بودند که با وجود در بازار..	Y	که	6	1,066,693	1.4773	57.25	persian_news_2016_00319322
30	از ۱۰ بود که وارد منطقه و بین مردم.	Y	که	6	1,066,693	1.4773	71.75	persian_news_2019_00040456
31	است و بر این اساس کار خود را از..	Y	را	7	1,050,945	1.4555	34.6667	persian_news_2016_00062820
32	مجلس شورای اسلامی را تا یک ماه پس از.	Y	را	7	1,050,945	1.4555	47.6667	persian_news_2019_00750534
33	کار خود را از دست داده اند.	Y	را	7	1,050,945	1.4555	54.2857	persian_news_2017_00716968
34	چند مورد را بايد در نظر داشت.	Y	را	7	1,050,945	1.4555	62.1429	persian_news_2016_00432168
35	اظهار داشت حدود 6 درصد بازار ایران را.	Y	را	7	1,050,945	1.4555	95	persian_news_2019_00074125
36	شد که با آن هزار نفر از مردم این.	Y	با	8	  999,491	1.3842	29	persian_news_2019_00605438
37	است وی با اشاره به اینکه دولت و باید..	Y	با	8	  999,491	1.3842	41.8889	persian_news_2017_00063111
38	بود این با اشاره به اینکه در برخی.	Y	با	8	  999,491	1.3842	50.125	persian_news_2019_00310226
39	کنند با بیان اینکه در این دوره ها برای.	Y	با	8	  999,491	1.3842	66.6667	persian_news_2019_00711602
40	با بیان اینکه وزارت تلاش می کند تا شرکت..	Y	با	8	  999,491	1.3842	84.7778	persian_news_2017_00244618
41	از سال 2017 این در کشور ما برگزار می..	Y	این	9	  730,736	1.012	28.75	persian_news_2017_00048696
42	استان اشاره کرد و گفت این استان با تولید.	Y	این	9	  730,736	1.012	43	persian_news_2019_00059123
43	دارد افزود 28 درصد های استان در این شهرستان قرار..	Y	این	9	  730,736	1.012	52.2222	persian_news_2016_00472036
44	اشاره کرد و گفت این بازار هفته.	Y	این	9	  730,736	1.012	63.2857	persian_news_2019_00069780
45	بار اول این قرار تنها 10 میلیون تومان بود.	Y	این	9	  730,736	1.012	111.375	persian_news_2017_00250110
46	اين انتخابات قرار است در سال ۲۰۱۳ برگزار شود.	Y	اين	10	  603,135	0.8353	37	persian_news_2016_00203440
47	قرار است در اين منطقه برگزار شود.»	Y	اين	10	  603,135	0.8353	47.8571	persian_news_2016_00706368
48	اين ها که با هم نمی شود.	Y	اين	10	  603,135	0.8353	52.7143	persian_news_2016_00233335
49	اين کشور در سال ۱۹۹۱ اعلام استقلال کرده است.	Y	اين	10	  603,135	0.8353	56.625	persian_news_2016_00224459
50	در اين مورد هر دو کار را با هم انجام می دهند.	Y	اين	10	  603,135	0.8353	56.8333	persian_news_2016_00498532
51	شده قرار است ای که از گذشته برای..	Y	برای	11	  390,473	0.5408	27.25	persian_news_2016_00644969
52	این در ۲ سال گذشته در هر ماه برای..	Y	برای	11	  390,473	0.5408	33.4286	persian_news_2017_00148542
53	انجام می شود افزود ما برای اینکه..	Y	برای	11	  390,473	0.5408	48	persian_news_2017_00144681
54	است وی افزود آقای هم که برای وزارت نفت.	Y	برای	11	  390,473	0.5408	54.4444	persian_news_2019_00065042
55	است افزایش نفت ایران آمریکا را به تلاش برای.	Y	برای	11	  390,473	0.5408	73.4444	persian_news_2019_00058900
56	سال ۹۲ در آغاز شده و در این..	Y	شده	12	  331,214	0.4587	32.1667	persian_news_2017_00617214
57	از ۱۰ کشور آغاز شده است با توجه به.	Y	شده	12	  331,214	0.4587	39.625	persian_news_2019_00040465
58	از امروز در استان آغاز شده است.	Y	شده	12	  331,214	0.4587	44.4286	persian_news_2019_00042014
59	و آن آغاز شده است وی با بیان اینکه.	Y	شده	12	  331,214	0.4587	55.6667	persian_news_2019_00935315
60	شده در بخش های مختلف شد معاون رئیس جمهوری.	Y	شده	12	  331,214	0.4587	76.3333	persian_news_2019_00606105
61	داد و اعلام کرد با شرکت های.	Y	کرد	13	  322,460	0.4466	31.1429	persian_news_2019_00422529
62	به مردم در توسعه جامعه اشاره کرد و..	Y	کرد	13	  322,460	0.4466	50.25	persian_news_2017_00353780
63	و تولید نیز اشاره کرد و گفت.	Y	کرد	13	  322,460	0.4466	54.6667	persian_news_2019_00952489
64	می کرد رئیس مجلس گفت در روزنامه انقلاب.	Y	کرد	13	  322,460	0.4466	64.875	persian_news_2019_00810089
65	دیگر گزارش داد اعلام کرد بار دیگر..	Y	کرد	13	  322,460	0.4466	77.6667	persian_news_2017_00563572
66	داده می شود که استفاده از این ها در..	Y	می	14	  322,197	0.4462	33.6667	persian_news_2017_00477600
67	می کند وی با اشاره به اینکه.	Y	می	14	  322,197	0.4462	44.7143	persian_news_2019_00810314
68	و 2 تیم از جمهوری اسلامی ایران برگزار می شود.	Y	می	14	  322,197	0.4462	53.2222	persian_news_2017_00900808
69	به هر حال نفت يک روز تمام می شود.	Y	می	14	  322,197	0.4462	62.8889	persian_news_2017_00360109
70	7 درصد کاهش را نشان می دهد وی..	Y	می	14	  322,197	0.4462	82.7143	persian_news_2016_00012086
71	اعلام کرده است و از آن زمان به.	Y	آن	15	  321,637	0.4454	34	persian_news_2019_00076378
72	که ۱۲ سال آن در وزارت نفت بوده است!	Y	آن	15	  321,637	0.4454	45.375	persian_news_2019_00711916
73	دیگر از آن ها شدند گفته می شود دو.	Y	آن	15	  321,637	0.4454	57.5556	persian_news_2019_00501266
74	دارد بعد از آن که هفته دوم در تهران.	Y	آن	15	  321,637	0.4454	67.4444	persian_news_2019_00422790
75	از آن حدود 29 درصد افزایش داشته است.	Y	آن	15	  321,637	0.4454	69.1429	persian_news_2016_00040728
76	با حضور ۱۰ کشور در برگزار شد و ایران.	Y	شد	16	  306,223	0.4241	35.375	persian_news_2019_00203150
77	کند که در این دوره گرفته شد وی با.	Y	شد	16	  306,223	0.4241	46.5556	persian_news_2019_00710717
78	این کار با انجام شد وی با بیان.	Y	شد	16	  306,223	0.4241	52.2857	persian_news_2019_00151086
79	به کشور وارد خواهد شد وی اظهار داشت هر..	Y	شد	16	  306,223	0.4241	64.7778	persian_news_2016_00319415
80	خواهد شد با بیان اینکه انقلاب اسلامی ایران..	Y	شد	16	  306,223	0.4241	72	persian_news_2017_00473104
81	اما مهم اين است كه وجود دارند.	Y	كه	17	  289,712	0.4012	71.5714	persian_news_2017_00125712
82	او چند بار هم گفت كه «چه خبر است؟	Y	كه	17	  289,712	0.4012	71.8889	persian_news_2016_00179242
83	مهم اين است كه مردم حضور داشته باشند.	Y	كه	17	  289,712	0.4012	90	persian_news_2017_00831135
84	براي همين است كه دولت بزرگ شده است.	Y	كه	17	  289,712	0.4012	90.2857	persian_news_2017_00283497
85	در سال ٢٠٠٤ كه انتخابات برگزار شد، او وزير دفاع بود.	Y	كه	17	  289,712	0.4012	93.6	persian_news_2019_00471637
86	شده است خود را به عنوان و البته در..	Y	خود	18	  287,262	0.3978	35.6667	persian_news_2016_00644893
87	نیز برنامه های خود را دارد  با حضور..	Y	خود	18	  287,262	0.3978	40.5	persian_news_2017_00847376
88	در سال ۱۹۹۱ این کشور استقلال خود را اعلام کرد.	Y	خود	18	  287,262	0.3978	49.3333	persian_news_2017_00529071
89	خود از ایران را در ماه های قبل از.	Y	خود	18	  287,262	0.3978	52.125	persian_news_2019_00418210
90	برنامه های خود را ادامه دهد اما این برنامه..	Y	خود	18	  287,262	0.3978	52.375	persian_news_2016_00286847
91	تهران گفت 25 درصد در استان تهران قرار دارد..	Y	گفت	19	  282,440	0.3912	38.5714	persian_news_2016_00407524
92	این سازمان با اعلام این خبر گفت..	Y	گفت	19	  282,440	0.3912	40.8333	persian_news_2017_00153217
93	کشور آغاز می شود در ادامه گفت امروز در.	Y	گفت	19	  282,440	0.3912	48	persian_news_2019_00702980
94	حضور رئیس سازمان برنامه و برگزار شد وی گفت..	Y	گفت	19	  282,440	0.3912	58.3333	persian_news_2017_00456509
95	شورای اسلامی شهر تهران گفت این نشان می دهد..	Y	گفت	19	  282,440	0.3912	74.1111	persian_news_2017_00655985
96	افزود در ایران نیز در سال های.	Y	های	20	  276,338	0.3827	30.5	persian_news_2019_00079592
97	دیگر برنامه های سازمان اعلام می کند و می..	Y	های	20	  276,338	0.3827	52.75	persian_news_2016_00558826
98	یکی از حوزه های که از سال 92 در..	Y	های	20	  276,338	0.3827	58.1429	persian_news_2017_00719053
99	یکی از دانشگاه های تهران برگزار می شود.	Y	های	20	  276,338	0.3827	69.5	persian_news_2019_00689863
100	تلاش کردند اما های این تیم یکی پس از.	Y	های	20	  276,338	0.3827	84.4444	persian_news_2019_00350756
101	در این منطقه خبر داد و گفت بر.	Y	بر	21	  271,531	0.376	40.625	persian_news_2019_00445846
102	گفت بر این اساس ها از این پس..	Y	بر	21	  271,531	0.376	46	persian_news_2016_00740863
103	جمهوری اسلامی ایران در دانشگاه گفت بر اساس اعلام.	Y	بر	21	  271,531	0.376	64.1111	persian_news_2019_00378034
104	درباره اظهار نظر کردند و بر این..	Y	بر	21	  271,531	0.376	73.1429	persian_news_2017_00506189
105	کرد بر این اساس 7 گروه در این هفته.	Y	بر	21	  271,531	0.376	76.2857	persian_news_2019_00697133
106	که پیش از این در سال ۲۰۱۳ با.	Y	سال	22	  260,023	0.3601	31	persian_news_2019_00712747
107	است اگر در کشور تولید شود در سال می.	Y	سال	22	  260,023	0.3601	40.375	persian_news_2019_00058953
108	تا سال ۱۳۶۸ او رئیس مجلس شورای اسلامی بود.	Y	سال	22	  260,023	0.3601	53.625	persian_news_2019_00335142
109	این طرح از یک سال پیش آغاز شده.	Y	سال	22	  260,023	0.3601	60.875	persian_news_2019_00147603
110	اما جامعه امروز ايران جامعه ۲۸ سال پيش نيست.	Y	سال	22	  260,023	0.3601	87.1429	persian_news_2019_00108355
111	در سال 2007 در تهران برگزار شده بود.	Y	بود	23	  252,900	0.3502	38.6667	persian_news_2019_00471700
112	برگزار شده بود پس از ۴ روز امروز به.	Y	بود	23	  252,900	0.3502	44.375	persian_news_2019_00245116
113	گفته بود که مردم شهرستان به این.	Y	بود	23	  252,900	0.3502	51.7143	persian_news_2019_00726731
114	پیش از این قرار بود این انتخابات امروز برگزار شود.	Y	بود	23	  252,900	0.3502	61.2222	persian_news_2017_00380593
115	اول انقلاب این بود که انقلاب تمام شد در.	Y	بود	23	  252,900	0.3502	68.5	persian_news_2019_00178907
116	که در ایران که تا سال بعد به.	Y	تا	24	  240,374	0.3329	31.8571	persian_news_2019_00712941
117	است ادامه داد تا سال 1404 باید تولید در..	Y	تا	24	  240,374	0.3329	47.75	persian_news_2017_00059166
118	تا در این طرح ملی شرکت کنند.	Y	تا	24	  240,374	0.3329	53.4286	persian_news_2016_00387423
119	برگزار می شود یا دانشگاه تهران گفت تا دو.	Y	تا	24	  240,374	0.3329	67.5556	persian_news_2019_00245284
120	شود تا تیم ملی فوتبال ایران بعد از ماه.	Y	تا	24	  240,374	0.3329	80.1111	persian_news_2019_00618715
121	هم در سازمان برنامه و هم در کشور؟	Y	هم	25	  226,554	0.3138	36.1667	persian_news_2016_00885530
122	دولت هم به این موضوع توجه دارد.	Y	هم	25	  226,554	0.3138	52	persian_news_2019_00509676
123	هم در مجلس هم در شورای شهر.	Y	هم	25	  226,554	0.3138	59.6	persian_news_2017_00890063
124	تیم ملی فوتبال هم گفت با اینکه سال های..	Y	هم	25	  226,554	0.3138	71.1111	persian_news_2016_00404969
125	رئیس سازمان امور کشور با بیان اینکه امروز هم.	Y	هم	25	  226,554	0.3138	83.2222	persian_news_2019_00545510
126	در این کشور دو مجلس وجود دارد.	Y	کشور	26	  214,724	0.2974	33.8571	persian_news_2019_00443511
127	را که این نظام و انقلاب به کشور.	Y	کشور	26	  214,724	0.2974	43.375	persian_news_2019_00515614
128	تا کاهش تولید و نفت این کشور را به.	Y	کشور	26	  214,724	0.2974	52.6667	persian_news_2019_00335497
